/HPS/EgoSyn/work/anaconda3/envs/egofullbody/lib/python3.9/site-packages/mmcv/__init__.py:20: UserWarning: On January 1, 2023, MMCV will release v2.0.0, in which it will remove components related to the training process and add a data transformation module. In addition, it will rename the package names mmcv to mmcv-lite and mmcv-full to mmcv. See https://github.com/open-mmlab/mmcv/blob/master/docs/en/compatibility.md for more details.
  warnings.warn(
2023-08-22 16:41:26.200 | INFO     | human_body_prior.tools.model_loader:load_model:100 - Loaded model in eval mode with trained weights: /CT/EgoMocap/work/EgocentricFullBody/3rdparty/human_body_prior/support_data/downloads/V02_05/snapshots/V02_05_epoch=13_val_loss=0.03.ckpt
it 140 -- [total loss = 3.05e+02] - data = 2.99e+02 | poZ_body = 2.86e-03 | betas = 5.42e+00
it 141 -- [total loss = 2.97e+02] - data = 2.92e+02 | poZ_body = 2.96e-03 | betas = 5.53e+00
it 142 -- [total loss = 2.83e+02] - data = 2.78e+02 | poZ_body = 3.08e-03 | betas = 5.63e+00
it 143 -- [total loss = 2.89e+02] - data = 2.83e+02 | poZ_body = 2.84e-03 | betas = 5.39e+00
it 144 -- [total loss = 2.76e+02] - data = 2.70e+02 | poZ_body = 2.97e-03 | betas = 5.52e+00
it 145 -- [total loss = 2.69e+02] - data = 2.64e+02 | poZ_body = 2.94e-03 | betas = 5.50e+00
it 146 -- [total loss = 2.64e+02] - data = 2.59e+02 | poZ_body = 3.04e-03 | betas = 5.58e+00
it 147 -- [total loss = 2.60e+02] - data = 2.55e+02 | poZ_body = 2.99e-03 | betas = 5.54e+00
it 148 -- [total loss = 2.56e+02] - data = 2.50e+02 | poZ_body = 3.04e-03 | betas = 5.60e+00
it 149 -- [total loss = 2.49e+02] - data = 2.44e+02 | poZ_body = 3.15e-03 | betas = 5.71e+00
it 150 -- [total loss = 2.50e+02] - data = 2.44e+02 | poZ_body = 3.07e-03 | betas = 5.66e+00
it 151 -- [total loss = 2.44e+02] - data = 2.38e+02 | poZ_body = 3.11e-03 | betas = 5.68e+00
it 152 -- [total loss = 2.36e+02] - data = 2.30e+02 | poZ_body = 3.05e-03 | betas = 5.62e+00
it 153 -- [total loss = 2.30e+02] - data = 2.25e+02 | poZ_body = 3.12e-03 | betas = 5.68e+00
it 154 -- [total loss = 2.30e+02] - data = 2.25e+02 | poZ_body = 3.28e-03 | betas = 5.81e+00
it 155 -- [total loss = 2.26e+02] - data = 2.21e+02 | poZ_body = 3.20e-03 | betas = 5.75e+00
it 156 -- [total loss = 2.21e+02] - data = 2.15e+02 | poZ_body = 3.16e-03 | betas = 5.74e+00
it 157 -- [total loss = 2.16e+02] - data = 2.10e+02 | poZ_body = 3.18e-03 | betas = 5.74e+00
it 158 -- [total loss = 2.09e+02] - data = 2.04e+02 | poZ_body = 3.18e-03 | betas = 5.74e+00
it 159 -- [total loss = 2.05e+02] - data = 1.99e+02 | poZ_body = 3.23e-03 | betas = 5.81e+00
it 160 -- [total loss = 2.03e+02] - data = 1.98e+02 | poZ_body = 3.13e-03 | betas = 5.70e+00
it 161 -- [total loss = 1.99e+02] - data = 1.94e+02 | poZ_body = 3.26e-03 | betas = 5.81e+00
it 162 -- [total loss = 1.97e+02] - data = 1.91e+02 | poZ_body = 3.20e-03 | betas = 5.76e+00
it 163 -- [total loss = 1.95e+02] - data = 1.89e+02 | poZ_body = 3.25e-03 | betas = 5.80e+00
it 164 -- [total loss = 1.93e+02] - data = 1.88e+02 | poZ_body = 3.22e-03 | betas = 5.78e+00
it 165 -- [total loss = 1.91e+02] - data = 1.86e+02 | poZ_body = 3.25e-03 | betas = 5.80e+00
it 166 -- [total loss = 1.89e+02] - data = 1.83e+02 | poZ_body = 3.25e-03 | betas = 5.80e+00
it 167 -- [total loss = 1.84e+02] - data = 1.79e+02 | poZ_body = 3.30e-03 | betas = 5.81e+00
it 168 -- [total loss = 2.01e+02] - data = 1.95e+02 | poZ_body = 3.25e-03 | betas = 5.78e+00
it 169 -- [total loss = 1.82e+02] - data = 1.76e+02 | poZ_body = 3.29e-03 | betas = 5.81e+00
it 170 -- [total loss = 1.79e+02] - data = 1.73e+02 | poZ_body = 3.30e-03 | betas = 5.81e+00
it 171 -- [total loss = 1.75e+02] - data = 1.69e+02 | poZ_body = 3.30e-03 | betas = 5.80e+00
it 172 -- [total loss = 1.86e+02] - data = 1.80e+02 | poZ_body = 3.41e-03 | betas = 5.80e+00
it 173 -- [total loss = 1.72e+02] - data = 1.66e+02 | poZ_body = 3.33e-03 | betas = 5.80e+00
it 174 -- [total loss = 1.69e+02] - data = 1.63e+02 | poZ_body = 3.39e-03 | betas = 5.79e+00
it 175 -- [total loss = 1.64e+02] - data = 1.59e+02 | poZ_body = 3.40e-03 | betas = 5.80e+00
it 176 -- [total loss = 1.63e+02] - data = 1.57e+02 | poZ_body = 3.45e-03 | betas = 5.79e+00
it 177 -- [total loss = 1.60e+02] - data = 1.54e+02 | poZ_body = 3.45e-03 | betas = 5.79e+00
it 178 -- [total loss = 1.57e+02] - data = 1.51e+02 | poZ_body = 3.44e-03 | betas = 5.79e+00
it 179 -- [total loss = 1.54e+02] - data = 1.49e+02 | poZ_body = 3.49e-03 | betas = 5.79e+00
it 180 -- [total loss = 1.51e+02] - data = 1.46e+02 | poZ_body = 3.46e-03 | betas = 5.76e+00
it 181 -- [total loss = 1.49e+02] - data = 1.43e+02 | poZ_body = 3.58e-03 | betas = 5.78e+00
it 182 -- [total loss = 1.46e+02] - data = 1.41e+02 | poZ_body = 3.52e-03 | betas = 5.70e+00
it 183 -- [total loss = 1.44e+02] - data = 1.38e+02 | poZ_body = 3.61e-03 | betas = 5.78e+00
it 184 -- [total loss = 1.41e+02] - data = 1.35e+02 | poZ_body = 3.55e-03 | betas = 5.70e+00
it 185 -- [total loss = 1.38e+02] - data = 1.32e+02 | poZ_body = 3.62e-03 | betas = 5.73e+00
it 186 -- [total loss = 1.34e+02] - data = 1.29e+02 | poZ_body = 3.69e-03 | betas = 5.71e+00
it 187 -- [total loss = 1.31e+02] - data = 1.25e+02 | poZ_body = 3.64e-03 | betas = 5.64e+00
it 188 -- [total loss = 1.28e+02] - data = 1.22e+02 | poZ_body = 3.64e-03 | betas = 5.63e+00
it 189 -- [total loss = 1.26e+02] - data = 1.20e+02 | poZ_body = 3.68e-03 | betas = 5.63e+00
it 190 -- [total loss = 1.24e+02] - data = 1.18e+02 | poZ_body = 3.65e-03 | betas = 5.59e+00
it 191 -- [total loss = 1.23e+02] - data = 1.17e+02 | poZ_body = 3.75e-03 | betas = 5.58e+00
it 192 -- [total loss = 1.21e+02] - data = 1.16e+02 | poZ_body = 3.63e-03 | betas = 5.56e+00
it 193 -- [total loss = 1.20e+02] - data = 1.15e+02 | poZ_body = 3.76e-03 | betas = 5.54e+00
it 194 -- [total loss = 1.19e+02] - data = 1.14e+02 | poZ_body = 3.65e-03 | betas = 5.52e+00
it 195 -- [total loss = 1.18e+02] - data = 1.12e+02 | poZ_body = 3.74e-03 | betas = 5.50e+00
it 196 -- [total loss = 1.16e+02] - data = 1.11e+02 | poZ_body = 3.68e-03 | betas = 5.49e+00
it 197 -- [total loss = 1.15e+02] - data = 1.09e+02 | poZ_body = 3.73e-03 | betas = 5.47e+00
it 198 -- [total loss = 1.13e+02] - data = 1.08e+02 | poZ_body = 3.70e-03 | betas = 5.45e+00
